index,url,tweet_id,player_name,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time,comment
118511,<html><body><a href=https://twitter.com/anyuser/status/1272509103575912451>URL</a></body></html>,1272509103575912451,Sadio Mané,201,Neutral,1,255,2022-10-31T21:46:31.374251Z,2022-10-31T21:46:31.374251Z,23.669,
48485,<html><body><a href=https://twitter.com/anyuser/status/1352240368130150401>URL</a></body></html>,1352240368130150401,Robert Lewandowski,200,Neutral,1,254,2022-10-31T21:46:05.653790Z,2022-10-31T21:46:05.653790Z,12.978,
41875,<html><body><a href=https://twitter.com/anyuser/status/1312872916707614720>URL</a></body></html>,1312872916707614720,Robert Lewandowski,199,Positive,1,253,2022-10-31T21:45:51.550926Z,2022-10-31T21:45:51.550926Z,45.836,
67265,<html><body><a href=https://twitter.com/anyuser/status/1443427631588806656>URL</a></body></html>,1443427631588806656,Robert Lewandowski,198,Neutral,1,252,2022-10-31T21:45:04.739473Z,2022-10-31T21:45:04.739473Z,13.422,
90846,<html><body><a href=https://twitter.com/anyuser/status/1530965485839339520>URL</a></body></html>,1530965485839339520,Robert Lewandowski,197,Neutral,1,251,2022-10-31T21:44:50.192425Z,2022-10-31T21:44:50.192425Z,18.804,
84198,<html><body><a href=https://twitter.com/anyuser/status/1511057091955503109>URL</a></body></html>,1511057091955503109,Robert Lewandowski,196,Neutral,1,250,2022-10-31T21:44:30.373924Z,2022-10-31T21:44:30.373924Z,34.196,
94845,<html><body><a href=https://twitter.com/anyuser/status/1538701653075009536>URL</a></body></html>,1538701653075009536,Robert Lewandowski,195,Neutral,1,249,2022-10-31T21:43:54.377427Z,2022-10-31T21:43:54.377427Z,9.287,
34246,<html><body><a href=https://twitter.com/anyuser/status/1072147742665846790>URL</a></body></html>,1072147742665846790,Virgil van Dijk,250,Neutral,1,248,2022-10-31T21:43:31.872426Z,2022-10-31T21:43:31.872426Z,21.576,
7418,<html><body><a href=https://twitter.com/anyuser/status/912674308350242816>URL</a></body></html>,912674308350242816,Virgil van Dijk,249,Neutral,1,247,2022-10-31T21:43:09.000064Z,2022-10-31T21:43:09.000064Z,9.661,
21941,<html><body><a href=https://twitter.com/anyuser/status/984044963817287680>URL</a></body></html>,984044963817287680,Virgil van Dijk,248,Irrelevant,1,246,2022-10-31T21:42:57.813978Z,2022-10-31T21:42:57.813978Z,132.251,Dont know the sentiment of this
16252,<html><body><a href=https://twitter.com/anyuser/status/955391778001170432>URL</a></body></html>,955391778001170432,Virgil van Dijk,247,Positive,1,245,2022-10-31T21:40:44.330452Z,2022-10-31T21:40:44.330452Z,12.041,
102928,<html><body><a href=https://twitter.com/anyuser/status/1370003445495824385>URL</a></body></html>,1370003445495824385,Virgil van Dijk,246,Negative,1,244,2022-10-31T21:40:30.220437Z,2022-10-31T21:40:30.220437Z,9.73,
