index,url,tweet_id,player_name,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time,comment
74683,<html><body><a href=https://twitter.com/anyuser/status/1212983020950605824>URL</a></body></html>,1212983020950605824,Virgil van Dijk,300,Positive,1,305,2022-11-04T14:17:02.514909Z,2022-11-04T14:17:02.514909Z,37.826,
40513,<html><body><a href=https://twitter.com/anyuser/status/1095590318777483264>URL</a></body></html>,1095590318777483264,Virgil van Dijk,299,Positive,1,304,2022-11-04T14:16:23.601919Z,2022-11-04T14:16:23.601919Z,19.89,
117440,<html><body><a href=https://twitter.com/anyuser/status/1466131234438983682>URL</a></body></html>,1466131234438983682,Virgil van Dijk,298,Neutral,1,303,2022-11-04T14:16:02.733943Z,2022-11-04T14:16:02.733943Z,23.247,
86539,<html><body><a href=https://twitter.com/anyuser/status/1280973963783528448>URL</a></body></html>,1280973963783528448,Virgil van Dijk,297,Positive,1,302,2022-11-04T14:15:38.554375Z,2022-11-04T14:15:38.554375Z,11.687,
51501,<html><body><a href=https://twitter.com/anyuser/status/1125911324876320768>URL</a></body></html>,1125911324876320768,Virgil van Dijk,296,Positive,1,301,2022-11-04T14:15:25.894614Z,2022-11-04T14:15:25.894614Z,13.208,
86284,<html><body><a href=https://twitter.com/anyuser/status/1184995781872214017>URL</a></body></html>,1184995781872214017,Sadio Mané,295,Positive,1,300,2022-11-04T14:15:10.707017Z,2022-11-04T14:15:10.707017Z,8.309,
140986,<html><body><a href=https://twitter.com/anyuser/status/1340282745583509507>URL</a></body></html>,1340282745583509507,Sadio Mané,294,Positive,1,299,2022-11-04T14:15:01.448999Z,2022-11-04T14:15:01.448999Z,12.104,
158188,<html><body><a href=https://twitter.com/anyuser/status/1406728923363356672>URL</a></body></html>,1406728923363356672,Sadio Mané,293,Positive,1,298,2022-11-04T14:14:48.393108Z,2022-11-04T14:14:48.393108Z,9.36,
169472,<html><body><a href=https://twitter.com/anyuser/status/1455928784365006854>URL</a></body></html>,1455928784365006854,Sadio Mané,292,Positive,1,297,2022-11-04T14:14:38.366054Z,2022-11-04T14:14:38.366054Z,9.568,
48764,<html><body><a href=https://twitter.com/anyuser/status/1073501115994517505>URL</a></body></html>,1073501115994517505,Sadio Mané,291,Positive,1,296,2022-11-04T14:14:27.734093Z,2022-11-04T14:14:27.734093Z,11.636,
10243,<html><body><a href=https://twitter.com/anyuser/status/988463027669348363>URL</a></body></html>,988463027669348363,Robert Lewandowski,290,Positive,1,295,2022-11-04T14:14:13.818616Z,2022-11-04T14:14:13.818616Z,15.995,
62794,<html><body><a href=https://twitter.com/anyuser/status/1427967339434323978>URL</a></body></html>,1427967339434323978,Robert Lewandowski,289,Neutral,1,294,2022-11-04T14:13:56.797003Z,2022-11-04T14:13:56.797003Z,12.47,
15316,<html><body><a href=https://twitter.com/anyuser/status/1024667650755112963>URL</a></body></html>,1024667650755112963,Robert Lewandowski,288,Neutral,1,293,2022-11-04T14:13:43.316190Z,2022-11-04T14:13:43.316190Z,15.429,
70096,<html><body><a href=https://twitter.com/anyuser/status/1455300308213682177>URL</a></body></html>,1455300308213682177,Robert Lewandowski,287,Positive,1,292,2022-11-04T14:13:26.943175Z,2022-11-04T14:13:26.943175Z,16.964,
47557,<html><body><a href=https://twitter.com/anyuser/status/1345045053245370369>URL</a></body></html>,1345045053245370369,Robert Lewandowski,286,Positive,1,291,2022-11-04T14:13:09.047667Z,2022-11-04T14:13:09.047667Z,8.887,
76449,<html><body><a href=https://twitter.com/anyuser/status/1546475501669195778>URL</a></body></html>,1546475501669195778,Riyad Mahrez,285,Positive,1,290,2022-11-04T14:12:58.923907Z,2022-11-04T14:12:58.923907Z,9.085,
72433,<html><body><a href=https://twitter.com/anyuser/status/1516886031320371200>URL</a></body></html>,1516886031320371200,Riyad Mahrez,284,Neutral,1,289,2022-11-04T14:12:48.898930Z,2022-11-04T14:12:48.898930Z,13.698,
25970,<html><body><a href=https://twitter.com/anyuser/status/1035951973152026624>URL</a></body></html>,1035951973152026624,Riyad Mahrez,283,Positive,1,288,2022-11-04T14:12:34.332498Z,2022-11-04T14:12:34.332498Z,30.888,
22352,<html><body><a href=https://twitter.com/anyuser/status/1015386810917249026>URL</a></body></html>,1015386810917249026,Riyad Mahrez,282,Neutral,1,287,2022-11-04T14:12:02.467821Z,2022-11-04T14:12:02.467821Z,27.299,
4404,<html><body><a href=https://twitter.com/anyuser/status/908675534908993536>URL</a></body></html>,908675534908993536,Riyad Mahrez,281,Neutral,1,286,2022-11-04T14:11:34.196701Z,2022-11-04T14:11:34.196701Z,9.101,
52938,<html><body><a href=https://twitter.com/anyuser/status/988024785174257664>URL</a></body></html>,988024785174257664,Neymar,280,Negative,1,285,2022-11-04T14:11:23.429730Z,2022-11-04T14:11:23.429730Z,15.777,
72761,<html><body><a href=https://twitter.com/anyuser/status/1024004608941809665>URL</a></body></html>,1024004608941809665,Neymar,279,Neutral,1,284,2022-11-04T14:11:06.473996Z,2022-11-04T14:11:06.473996Z,44.175,
107512,<html><body><a href=https://twitter.com/anyuser/status/1087070257292955649>URL</a></body></html>,1087070257292955649,Neymar,278,Positive,1,283,2022-11-04T14:10:21.017576Z,2022-11-04T14:10:21.017576Z,44.31,
161802,<html><body><a href=https://twitter.com/anyuser/status/1185593529449570304>URL</a></body></html>,1185593529449570304,Neymar,277,Neutral,1,282,2022-11-04T14:09:35.747184Z,2022-11-04T14:09:35.747184Z,16.436,
311610,<html><body><a href=https://twitter.com/anyuser/status/1457098403700256769>URL</a></body></html>,1457098403700256769,Neymar,276,Positive,1,281,2022-11-04T14:09:17.448996Z,2022-11-04T14:09:17.448996Z,11.133,
15543,<html><body><a href=https://twitter.com/anyuser/status/920243400569483264>URL</a></body></html>,920243400569483264,Lionel Messi,275,Negative,1,280,2022-11-04T14:09:05.274827Z,2022-11-04T14:09:05.274827Z,13.113,
286040,<html><body><a href=https://twitter.com/anyuser/status/1410601032170631168>URL</a></body></html>,1410601032170631168,Lionel Messi,274,Positive,1,279,2022-11-04T14:08:51.165818Z,2022-11-04T14:08:51.165818Z,9.167,
278588,<html><body><a href=https://twitter.com/anyuser/status/1396843477774655493>URL</a></body></html>,1396843477774655493,Lionel Messi,273,Positive,1,278,2022-11-04T14:08:41.053758Z,2022-11-04T14:08:41.053758Z,49.123,
212633,<html><body><a href=https://twitter.com/anyuser/status/1277717475673755648>URL</a></body></html>,1277717475673755648,Lionel Messi,272,Positive,1,277,2022-11-04T14:07:50.864136Z,2022-11-04T14:07:50.864136Z,10.425,
