index,url,tweet_id,player_name,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time,comment
10926,<html><body><a href=https://twitter.com/anyuser/status/942891293855895553>URL</a></body></html>,942891293855895553,Virgil van Dijk,791,Neutral,1,777,2022-11-06T11:19:24.841795Z,2022-11-06T11:19:24.841795Z,16.249,
103944,<html><body><a href=https://twitter.com/anyuser/status/1379052531830165508>URL</a></body></html>,1379052531830165508,Virgil van Dijk,790,Positive,1,776,2022-11-06T11:19:07.743787Z,2022-11-06T11:19:07.743787Z,7.675,
951,<html><body><a href=https://twitter.com/anyuser/status/893786265585422336>URL</a></body></html>,893786265585422336,Virgil van Dijk,789,Neutral,1,775,2022-11-06T11:18:51.876089Z,2022-11-06T11:18:59.304731Z,16.905,
17994,<html><body><a href=https://twitter.com/anyuser/status/961303043634425856>URL</a></body></html>,961303043634425856,Virgil van Dijk,788,Neutral,1,774,2022-11-06T11:18:35.713106Z,2022-11-06T11:18:35.713106Z,14.66,
95519,<html><body><a href=https://twitter.com/anyuser/status/1324160750294867973>URL</a></body></html>,1324160750294867973,Virgil van Dijk,787,Positive,1,773,2022-11-06T11:18:18.242142Z,2022-11-06T11:18:20.327983Z,18.833000000000002,
58089,<html><body><a href=https://twitter.com/anyuser/status/1148630067725160449>URL</a></body></html>,1148630067725160449,Virgil van Dijk,786,Neutral,1,772,2022-11-06T11:18:00.025723Z,2022-11-06T11:18:00.025723Z,12.32,
117585,<html><body><a href=https://twitter.com/anyuser/status/1466594519651164171>URL</a></body></html>,1466594519651164171,Virgil van Dijk,785,Positive,1,771,2022-11-06T11:17:46.891470Z,2022-11-06T11:17:46.891470Z,23.163,
40815,<html><body><a href=https://twitter.com/anyuser/status/1097786484772556803>URL</a></body></html>,1097786484772556803,Virgil van Dijk,784,Positive,1,770,2022-11-06T11:17:22.916292Z,2022-11-06T11:17:22.916292Z,16.036,
34272,<html><body><a href=https://twitter.com/anyuser/status/1072131319226949632>URL</a></body></html>,1072131319226949632,Virgil van Dijk,783,Neutral,1,769,2022-11-06T11:17:06.094125Z,2022-11-06T11:17:06.094125Z,14.259,
109562,<html><body><a href=https://twitter.com/anyuser/status/1421010171791282177>URL</a></body></html>,1421010171791282177,Virgil van Dijk,782,Neutral,1,768,2022-11-06T11:16:51.058319Z,2022-11-06T11:16:51.058319Z,14.697,
4444,<html><body><a href=https://twitter.com/anyuser/status/901530646790668288>URL</a></body></html>,901530646790668288,Virgil van Dijk,781,Neutral,1,767,2022-11-06T11:16:35.514720Z,2022-11-06T11:16:35.514720Z,47.36,
9281,<html><body><a href=https://twitter.com/anyuser/status/931292679559925760>URL</a></body></html>,931292679559925760,Virgil van Dijk,780,Neutral,1,766,2022-11-06T11:15:46.752426Z,2022-11-06T11:15:46.752426Z,14.66,
43456,<html><body><a href=https://twitter.com/anyuser/status/1105943965835165696>URL</a></body></html>,1105943965835165696,Virgil van Dijk,779,Positive,1,765,2022-11-06T11:15:31.212768Z,2022-11-06T11:15:31.212768Z,21.746,
120843,<html><body><a href=https://twitter.com/anyuser/status/1488504643873300483>URL</a></body></html>,1488504643873300483,Virgil van Dijk,778,Neutral,1,764,2022-11-06T11:15:07.269644Z,2022-11-06T11:15:07.269644Z,7.492,
40551,<html><body><a href=https://twitter.com/anyuser/status/1096146882794004481>URL</a></body></html>,1096146882794004481,Virgil van Dijk,777,Positive,1,763,2022-11-06T11:14:58.899867Z,2022-11-06T11:14:58.899867Z,24.267,
