index,url,tweet_id,player_name,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time,comment
34246,<html><body><a href=https://twitter.com/anyuser/status/1072147742665846790>URL</a></body></html>,1072147742665846790,Virgil van Dijk,1479,Positive,1,261,2022-11-03T19:36:13.039898Z,2022-11-03T19:36:13.039898Z,10.947,
7418,<html><body><a href=https://twitter.com/anyuser/status/912674308350242816>URL</a></body></html>,912674308350242816,Virgil van Dijk,1478,Neutral,1,260,2022-11-03T19:36:01.808453Z,2022-11-03T19:36:01.808453Z,10.128,
21941,<html><body><a href=https://twitter.com/anyuser/status/984044963817287680>URL</a></body></html>,984044963817287680,Virgil van Dijk,1477,Neutral,1,259,2022-11-03T19:35:51.406914Z,2022-11-03T19:35:51.406914Z,39.261,
16252,<html><body><a href=https://twitter.com/anyuser/status/955391778001170432>URL</a></body></html>,955391778001170432,Virgil van Dijk,1476,Neutral,1,258,2022-11-03T19:35:11.828632Z,2022-11-03T19:35:11.828632Z,10.483,
102928,<html><body><a href=https://twitter.com/anyuser/status/1370003445495824385>URL</a></body></html>,1370003445495824385,Virgil van Dijk,1475,Negative,1,257,2022-11-03T19:35:01.064022Z,2022-11-03T19:35:01.064022Z,16.449,
25669,<html><body><a href=https://twitter.com/anyuser/status/1030375830269112320>URL</a></body></html>,1030375830269112320,Virgil van Dijk,1474,Neutral,1,256,2022-11-03T19:34:44.306517Z,2022-11-03T19:34:44.306517Z,16.485,
16726,<html><body><a href=https://twitter.com/anyuser/status/957379346674659328>URL</a></body></html>,957379346674659328,Virgil van Dijk,1473,Positive,1,255,2022-11-03T19:34:27.532604Z,2022-11-03T19:34:27.532604Z,13.204,
43454,<html><body><a href=https://twitter.com/anyuser/status/1105944173239300096>URL</a></body></html>,1105944173239300096,Virgil van Dijk,1472,Positive,1,254,2022-11-03T19:34:14.033174Z,2022-11-03T19:34:14.033174Z,12.36,
109760,<html><body><a href=https://twitter.com/anyuser/status/1421887102657208326>URL</a></body></html>,1421887102657208326,Virgil van Dijk,1471,Neutral,1,253,2022-11-03T19:34:01.400618Z,2022-11-03T19:34:01.400618Z,15.761,
17613,<html><body><a href=https://twitter.com/anyuser/status/960421689271169024>URL</a></body></html>,960421689271169024,Virgil van Dijk,1470,Neutral,1,252,2022-11-03T19:33:45.363094Z,2022-11-03T19:33:45.363094Z,9.612,
39275,<html><body><a href=https://twitter.com/anyuser/status/1087709125910323200>URL</a></body></html>,1087709125910323200,Virgil van Dijk,1469,Irrelevant,1,251,2022-11-03T19:33:35.445840Z,2022-11-03T19:33:35.445840Z,45.504,Direct answer to deleted tweet
136442,<html><body><a href=https://twitter.com/anyuser/status/1568066472592777218>URL</a></body></html>,1568066472592777218,Virgil van Dijk,1468,Irrelevant,1,250,2022-11-03T19:32:49.665030Z,2022-11-03T19:32:49.665030Z,27.517,
79666,<html><body><a href=https://twitter.com/anyuser/status/1239226400781012992>URL</a></body></html>,1239226400781012992,Virgil van Dijk,1467,Positive,1,249,2022-11-03T19:32:21.859693Z,2022-11-03T19:32:21.859693Z,20.915,
21827,<html><body><a href=https://twitter.com/anyuser/status/983509414945738753>URL</a></body></html>,983509414945738753,Virgil van Dijk,1466,Neutral,1,248,2022-11-03T19:32:00.669994Z,2022-11-03T19:32:00.669994Z,15.067,
41089,<html><body><a href=https://twitter.com/anyuser/status/1098475190722355200>URL</a></body></html>,1098475190722355200,Virgil van Dijk,1465,Neutral,1,247,2022-11-03T19:31:44.991661Z,2022-11-03T19:31:44.991661Z,26.79,
55328,<html><body><a href=https://twitter.com/anyuser/status/1137324404592001024>URL</a></body></html>,1137324404592001024,Virgil van Dijk,1464,Positive,1,246,2022-11-03T19:31:17.923213Z,2022-11-03T19:31:17.923213Z,35.631,
16929,<html><body><a href=https://twitter.com/anyuser/status/958416484384104448>URL</a></body></html>,958416484384104448,Virgil van Dijk,1463,Neutral,1,245,2022-11-03T19:30:42.016203Z,2022-11-03T19:30:42.016203Z,9.897,
84838,<html><body><a href=https://twitter.com/anyuser/status/1273361750176522248>URL</a></body></html>,1273361750176522248,Virgil van Dijk,1462,Neutral,1,244,2022-11-03T19:30:31.842218Z,2022-11-03T19:30:31.842218Z,11.246,
28367,<html><body><a href=https://twitter.com/anyuser/status/1044900730740584448>URL</a></body></html>,1044900730740584448,Virgil van Dijk,1461,Neutral,1,243,2022-11-03T19:30:20.319625Z,2022-11-03T19:30:20.319625Z,15.99,
135074,<html><body><a href=https://twitter.com/anyuser/status/1562741616217305092>URL</a></body></html>,1562741616217305092,Virgil van Dijk,1460,Neutral,1,242,2022-11-03T19:30:04.052589Z,2022-11-03T19:30:04.052589Z,12.389,
18777,<html><body><a href=https://twitter.com/anyuser/status/963194990544506880>URL</a></body></html>,963194990544506880,Virgil van Dijk,1459,Neutral,1,241,2022-11-03T19:29:51.326866Z,2022-11-03T19:29:51.326866Z,8.954,
38853,<html><body><a href=https://twitter.com/anyuser/status/1085612614397452288>URL</a></body></html>,1085612614397452288,Virgil van Dijk,1458,Positive,1,240,2022-11-03T19:29:42.083533Z,2022-11-03T19:29:42.083533Z,11.414,
55603,<html><body><a href=https://twitter.com/anyuser/status/1137814169112252416>URL</a></body></html>,1137814169112252416,Virgil van Dijk,1457,Neutral,1,239,2022-11-03T19:29:30.391815Z,2022-11-03T19:29:30.391815Z,33.155,
131076,<html><body><a href=https://twitter.com/anyuser/status/1541589883046723585>URL</a></body></html>,1541589883046723585,Virgil van Dijk,1456,Neutral,1,238,2022-11-03T19:28:56.945174Z,2022-11-03T19:28:56.945174Z,18.511,
14476,<html><body><a href=https://twitter.com/anyuser/status/949964018084667393>URL</a></body></html>,949964018084667393,Virgil van Dijk,1455,Neutral,1,237,2022-11-03T19:28:38.128137Z,2022-11-03T19:28:38.128137Z,13.158,
29897,<html><body><a href=https://twitter.com/anyuser/status/999936686825066497>URL</a></body></html>,999936686825066497,Sadio Mané,1454,Positive,1,236,2022-11-03T19:28:24.700426Z,2022-11-03T19:28:24.700426Z,11.589,
