index,url,tweet_id,player_name,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time,comment
76995,<html><body><a href=https://twitter.com/anyuser/status/1224887377945972737>URL</a></body></html>,1224887377945972737,Virgil van Dijk,300,Positive,1,302,2022-11-06T21:21:38.678786Z,2022-11-06T21:21:38.678855Z,7.348,
70101,<html><body><a href=https://twitter.com/anyuser/status/1194259814253301760>URL</a></body></html>,1194259814253301760,Virgil van Dijk,299,Neutral,1,301,2022-11-06T21:21:29.858919Z,2022-11-06T21:21:29.858975Z,7.741,
39783,<html><body><a href=https://twitter.com/anyuser/status/1090687828856434688>URL</a></body></html>,1090687828856434688,Virgil van Dijk,298,Positive,1,300,2022-11-06T21:21:20.566590Z,2022-11-06T21:21:20.566632Z,6.263,
101186,<html><body><a href=https://twitter.com/anyuser/status/1358486883320365056>URL</a></body></html>,1358486883320365056,Virgil van Dijk,297,Positive,1,299,2022-11-06T21:21:12.734032Z,2022-11-06T21:21:12.734092Z,4.99,
112520,<html><body><a href=https://twitter.com/anyuser/status/1433298620875431936>URL</a></body></html>,1433298620875431936,Virgil van Dijk,296,Neutral,1,298,2022-11-06T21:21:05.706723Z,2022-11-06T21:21:05.706934Z,6.337,
27218,<html><body><a href=https://twitter.com/anyuser/status/1039124117633593344>URL</a></body></html>,1039124117633593344,Virgil van Dijk,295,Positive,1,297,2022-11-06T21:20:57.748776Z,2022-11-06T21:20:57.748831Z,6.349,
40174,<html><body><a href=https://twitter.com/anyuser/status/1092459295579557888>URL</a></body></html>,1092459295579557888,Virgil van Dijk,294,Positive,1,296,2022-11-06T21:20:49.627035Z,2022-11-06T21:20:49.627136Z,6.345,
39609,<html><body><a href=https://twitter.com/anyuser/status/1090383095054942208>URL</a></body></html>,1090383095054942208,Virgil van Dijk,293,Neutral,1,295,2022-11-06T21:20:41.878639Z,2022-11-06T21:20:41.878865Z,9.986,
58033,<html><body><a href=https://twitter.com/anyuser/status/1148324512674537472>URL</a></body></html>,1148324512674537472,Virgil van Dijk,292,Positive,1,294,2022-11-06T21:20:30.492805Z,2022-11-06T21:20:30.492907Z,13.334,
10926,<html><body><a href=https://twitter.com/anyuser/status/942891293855895553>URL</a></body></html>,942891293855895553,Virgil van Dijk,291,Positive,1,293,2022-11-06T21:20:15.564319Z,2022-11-06T21:20:15.564366Z,7.433,
103944,<html><body><a href=https://twitter.com/anyuser/status/1379052531830165508>URL</a></body></html>,1379052531830165508,Virgil van Dijk,290,Positive,1,292,2022-11-06T21:20:06.619385Z,2022-11-06T21:20:06.619459Z,0.398,
